GenerationDepth,TaskId,Algorithm,Strategy,SolutionLength,StatesVisited,StatesProcessed,MaxTreeLevel,DurationInMiliseconds
6,23,astr,hamm,6,7,19,6,5
6,23,astr,manh,6,7,19,6,5
6,23,bd,astrmanhastrmanh,6,8,24,4,6
6,23,bd,bfsrdulbfslurd,6,26,86,3,7
6,23,bfs,drlu,6,183,557,6,6
6,23,bfs,drul,6,183,557,6,7
6,23,bfs,ludr,6,194,590,6,8
6,23,bfs,lurd,6,115,355,6,6
6,23,bfs,rdlu,6,104,322,6,6
6,23,bfs,rdul,6,104,322,6,10
6,23,bfs,uldr,6,194,590,6,6
6,23,bfs,ulrd,6,115,355,6,6
6,23,dfs,drlu,24,9040,558062,25,349
6,23,dfs,drul,24,30985,3233558,25,1885
6,23,dfs,ludr,24,387,2736,25,8
6,23,dfs,lurd,24,155,741,25,7
6,23,dfs,rdlu,24,1735,29239,25,28
6,23,dfs,rdul,24,423,4851,25,10
6,23,dfs,uldr,24,387,2736,25,8
6,23,dfs,ulrd,24,155,741,25,7
6,24,astr,hamm,6,7,21,6,4
6,24,astr,manh,12,33,99,12,5
6,24,bd,astrmanhastrmanh,12,60,181,11,6
6,24,bd,bfsrdulbfslurd,6,60,188,4,7
6,24,bfs,drlu,6,298,941,6,7
6,24,bfs,drul,6,265,839,6,7
6,24,bfs,ludr,6,212,662,6,8
6,24,bfs,lurd,6,218,683,6,6
6,24,bfs,rdlu,6,304,962,6,7
6,24,bfs,rdul,6,271,860,6,8
6,24,bfs,uldr,6,179,559,6,7
6,24,bfs,ulrd,6,185,580,6,6
6,24,dfs,drlu,24,2924,76578,25,56
6,24,dfs,drul,24,7013,293121,25,180
6,24,dfs,ludr,24,765,10115,25,13
6,24,dfs,lurd,24,1194,19717,25,21
6,24,dfs,rdlu,24,7125,293942,25,199
6,24,dfs,rdul,24,2848,74583,25,58
6,24,dfs,uldr,24,387,2738,25,9
6,24,dfs,ulrd,24,155,743,25,7
6,25,astr,hamm,6,7,19,6,5
6,25,astr,manh,6,10,27,6,5
6,25,bd,astrmanhastrmanh,6,14,40,4,5
6,25,bd,bfsrdulbfslurd,6,28,93,3,7
6,25,bfs,drlu,6,233,724,6,7
6,25,bfs,drul,6,169,519,6,6
6,25,bfs,ludr,6,211,657,6,26
6,25,bfs,lurd,6,211,658,6,6
6,25,bfs,rdlu,6,233,725,6,6
6,25,bfs,rdul,6,170,523,6,10
6,25,bfs,uldr,6,146,448,6,7
6,25,bfs,ulrd,6,147,452,6,6
6,25,dfs,drlu,24,1734,29126,25,27
6,25,dfs,drul,24,420,4738,25,10
6,25,dfs,ludr,24,4670,152491,25,106
6,25,dfs,lurd,24,5385,228083,25,143
6,25,dfs,rdlu,24,1735,29239,25,27
6,25,dfs,rdul,24,423,4851,25,10
6,25,dfs,uldr,24,387,2737,25,10
6,25,dfs,ulrd,24,155,742,25,7
6,26,astr,hamm,6,7,20,6,4
6,26,astr,manh,6,7,20,6,5
6,26,bd,astrmanhastrmanh,6,8,25,4,5
6,26,bd,bfsrdulbfslurd,6,26,86,3,7
6,26,bfs,drlu,6,165,502,6,7
6,26,bfs,drul,6,165,502,6,6
6,26,bfs,ludr,6,177,541,6,9
6,26,bfs,lurd,6,134,414,6,6
6,26,bfs,rdlu,6,121,371,6,6
6,26,bfs,rdul,6,121,371,6,14
6,26,bfs,uldr,6,177,541,6,6
6,26,bfs,ulrd,6,134,414,6,6
6,26,dfs,drlu,24,8990,557577,25,355
6,26,dfs,drul,24,30937,3233073,25,1962
6,26,dfs,ludr,24,339,2385,25,8
6,26,dfs,lurd,24,212,1227,25,7
6,26,dfs,rdlu,24,7571,307964,25,200
6,26,dfs,rdul,24,2008,52486,25,42
6,26,dfs,uldr,24,339,2385,25,10
6,26,dfs,ulrd,24,212,1227,25,7
6,27,astr,hamm,6,7,21,6,4
6,27,astr,manh,6,12,34,6,4
6,27,bd,astrmanhastrmanh,6,18,54,5,5
6,27,bd,bfsrdulbfslurd,6,40,130,4,8
6,27,bfs,drlu,6,229,708,6,6
6,27,bfs,drul,6,229,708,6,6
6,27,bfs,ludr,6,163,503,6,9
6,27,bfs,lurd,6,151,469,6,6
6,27,bfs,rdlu,6,217,674,6,6
6,27,bfs,rdul,6,217,674,6,6
6,27,bfs,uldr,6,163,503,6,7
6,27,bfs,ulrd,6,151,469,6,6
6,27,dfs,drlu,24,4717,153297,25,102
6,27,dfs,drul,24,5431,228776,25,143
6,27,dfs,ludr,24,339,2386,25,9
6,27,dfs,lurd,24,212,1228,25,7
6,27,dfs,rdlu,24,7571,307964,25,211
6,27,dfs,rdul,24,2008,52486,25,41
6,27,dfs,uldr,24,339,2386,25,8
6,27,dfs,ulrd,24,212,1228,25,7
6,28,astr,hamm,6,7,20,6,5
6,28,astr,manh,6,7,20,6,4
6,28,bd,astrmanhastrmanh,6,8,25,4,6
6,28,bd,bfsrdulbfslurd,6,26,86,3,9
6,28,bfs,drlu,6,133,405,6,6
6,28,bfs,drul,6,133,405,6,6
6,28,bfs,ludr,6,146,448,6,7
6,28,bfs,lurd,6,165,507,6,7
6,28,bfs,rdlu,6,153,468,6,6
6,28,bfs,rdul,6,153,468,6,6
6,28,bfs,uldr,6,146,448,6,7
6,28,bfs,ulrd,6,165,507,6,6
6,28,dfs,drlu,24,2038,52671,25,41
6,28,dfs,drul,24,7601,308149,25,197
6,28,dfs,ludr,24,246,1412,25,7
6,28,dfs,lurd,24,305,2200,25,8
6,28,dfs,rdlu,24,30904,3232888,25,1930
6,28,dfs,rdul,24,8957,557392,25,354
6,28,dfs,uldr,24,246,1412,25,7
6,28,dfs,ulrd,24,305,2200,25,8
6,29,astr,hamm,6,7,21,6,5
6,29,astr,manh,14,23,69,14,5
6,29,bd,astrmanhastrmanh,14,38,115,13,6
6,29,bd,bfsrdulbfslurd,6,40,130,4,7
6,29,bfs,drlu,6,228,704,6,7
6,29,bfs,drul,6,228,704,6,6
6,29,bfs,ludr,6,163,503,6,10
6,29,bfs,lurd,6,151,469,6,6
6,29,bfs,rdlu,6,217,674,6,7
6,29,bfs,rdul,6,217,674,6,6
6,29,bfs,uldr,6,163,503,6,6
6,29,bfs,ulrd,6,151,469,6,6
6,29,dfs,drlu,24,2038,52671,25,41
6,29,dfs,drul,24,7601,308149,25,208
6,29,dfs,ludr,24,246,1413,25,7
6,29,dfs,lurd,24,305,2201,25,8
6,29,dfs,rdlu,24,3663,121902,25,87
6,29,dfs,rdul,24,4687,153112,25,111
6,29,dfs,uldr,24,246,1413,25,7
6,29,dfs,ulrd,24,305,2201,25,8
6,30,astr,hamm,6,7,22,6,4
6,30,astr,manh,12,20,61,12,5
6,30,bd,astrmanhastrmanh,12,34,104,11,6
6,30,bd,bfsrdulbfslurd,6,30,97,3,8
6,30,bfs,drlu,6,191,590,6,7
6,30,bfs,drul,6,191,590,6,6
6,30,bfs,ludr,6,214,660,6,8
6,30,bfs,lurd,6,188,583,6,7
6,30,bfs,rdlu,6,166,516,6,7
6,30,bfs,rdul,6,166,516,6,6
6,30,bfs,uldr,6,214,660,6,6
6,30,bfs,ulrd,6,188,583,6,7
6,30,dfs,drlu,24,1927,51533,25,39
6,30,dfs,drul,24,7492,306576,25,203
6,30,dfs,ludr,24,560,6243,25,11
6,30,dfs,lurd,24,1598,27300,25,25
6,30,dfs,rdlu,24,893,11886,25,17
6,30,dfs,rdul,24,1009,13713,25,23
6,30,dfs,uldr,24,560,5808,25,11
6,30,dfs,ulrd,24,1598,26865,25,29
6,31,astr,hamm,50,122,405,50,5
6,31,astr,manh,10,18,54,10,5
6,31,bd,astrmanhastrmanh,10,30,92,9,6
6,31,bd,bfsrdulbfslurd,6,60,189,4,7
6,31,bfs,drlu,6,252,790,6,7
6,31,bfs,drul,6,291,916,6,7
6,31,bfs,ludr,6,190,600,6,9
6,31,bfs,lurd,6,191,604,6,6
6,31,bfs,rdlu,6,253,794,6,7
6,31,bfs,rdul,6,292,920,6,7
6,31,bfs,uldr,6,229,725,6,7
6,31,bfs,ulrd,6,230,729,6,7
6,31,dfs,drlu,24,883,12057,25,15
6,31,dfs,drul,24,1420,24085,25,24
6,31,dfs,ludr,24,560,6246,25,12
6,31,dfs,lurd,24,1598,27303,25,25
6,31,dfs,rdlu,24,893,11884,25,14
6,31,dfs,rdul,24,1009,13711,25,17
6,31,dfs,uldr,24,6905,290779,25,186
6,31,dfs,ulrd,24,2728,72643,25,57
6,32,astr,hamm,6,7,22,6,5
6,32,astr,manh,12,22,66,12,5
6,32,bd,astrmanhastrmanh,12,38,116,11,6
6,32,bd,bfsrdulbfslurd,6,34,112,4,7
6,32,bfs,drlu,6,234,722,6,7
6,32,bfs,drul,6,193,595,6,7
6,32,bfs,ludr,6,185,574,6,11
6,32,bfs,lurd,6,186,578,6,6
6,32,bfs,rdlu,6,235,726,6,6
6,32,bfs,rdul,6,194,599,6,6
6,32,bfs,uldr,6,144,447,6,6
6,32,bfs,ulrd,6,145,451,6,6
6,32,dfs,drlu,24,622,6962,25,11
6,32,dfs,drul,24,1610,27769,25,26
6,32,dfs,ludr,24,1911,50814,25,39
6,32,dfs,lurd,24,7480,306107,25,209
6,32,dfs,rdlu,24,626,6777,25,11
6,32,dfs,rdul,24,1614,27584,25,28
6,32,dfs,uldr,24,339,2389,25,8
6,32,dfs,ulrd,24,212,1231,25,7
6,33,astr,hamm,6,7,19,6,4
6,33,astr,manh,6,7,19,6,4
6,33,bd,astrmanhastrmanh,6,8,24,4,5
6,33,bd,bfsrdulbfslurd,6,26,85,3,8
6,33,bfs,drlu,6,200,624,6,7
6,33,bfs,drul,6,200,624,6,7
6,33,bfs,ludr,6,246,763,6,8
6,33,bfs,lurd,6,181,556,6,7
6,33,bfs,rdlu,6,133,410,6,6
6,33,bfs,rdul,6,133,410,6,6
6,33,bfs,uldr,6,246,763,6,6
6,33,bfs,ulrd,6,181,556,6,9
6,33,dfs,drlu,24,4642,152343,25,107
6,33,dfs,drul,24,5352,227906,25,144
6,33,dfs,ludr,24,1773,29274,25,27
6,33,dfs,lurd,24,456,4915,25,10
6,33,dfs,rdlu,24,350,2618,25,8
6,33,dfs,rdul,24,113,594,25,7
6,33,dfs,uldr,24,1773,29358,25,26
6,33,dfs,ulrd,24,456,4999,25,11
6,34,astr,hamm,6,12,37,6,4
6,34,astr,manh,6,9,26,6,5
6,34,bd,astrmanhastrmanh,6,12,36,4,6
6,34,bd,bfsrdulbfslurd,6,34,109,4,7
6,34,bfs,drlu,6,201,629,6,7
6,34,bfs,drul,6,206,646,6,7
6,34,bfs,ludr,6,311,980,6,7
6,34,bfs,lurd,6,276,873,6,7
6,34,bfs,rdlu,6,166,521,6,7
6,34,bfs,rdul,6,171,538,6,7
6,34,bfs,uldr,6,316,997,6,7
6,34,bfs,ulrd,6,281,890,6,6
6,34,dfs,drlu,24,733,9967,25,14
6,34,dfs,drul,24,1158,19540,25,20
6,34,dfs,ludr,24,2962,76726,25,56
6,34,dfs,lurd,24,7046,293298,25,186
6,34,dfs,rdlu,24,350,2619,25,9
6,34,dfs,rdul,24,113,595,25,7
6,34,dfs,uldr,24,7159,294061,25,186
6,34,dfs,ulrd,24,2572,69071,25,52
6,35,astr,hamm,10,84,265,37,5
6,35,astr,manh,6,8,22,6,5
6,35,bd,astrmanhastrmanh,6,10,30,4,6
6,35,bd,bfsrdulbfslurd,6,26,85,3,7
6,35,bfs,drlu,6,183,557,6,8
6,35,bfs,drul,6,103,318,6,7
6,35,bfs,ludr,6,197,599,6,10
6,35,bfs,lurd,6,195,594,6,6
6,35,bfs,rdlu,6,181,552,6,6
6,35,bfs,rdul,6,101,313,6,6
6,35,bfs,uldr,6,117,360,6,7
6,35,bfs,ulrd,6,115,355,6,6
6,35,dfs,drlu,24,355,2588,25,9
6,35,dfs,drul,24,118,564,25,6
6,35,dfs,ludr,24,9081,558210,25,348
6,35,dfs,lurd,24,31021,3233735,25,1980
6,35,dfs,rdlu,24,350,2617,25,8
6,35,dfs,rdul,24,113,593,25,7
6,35,dfs,uldr,24,1773,29358,25,30
6,35,dfs,ulrd,24,456,4999,25,10
6,36,astr,hamm,6,7,20,6,5
6,36,astr,manh,6,7,20,6,5
6,36,bd,astrmanhastrmanh,6,8,25,4,5
6,36,bd,bfsrdulbfslurd,6,24,78,3,7
6,36,bfs,drlu,6,155,473,6,7
6,36,bfs,drul,6,155,473,6,6
6,36,bfs,ludr,6,167,512,6,9
6,36,bfs,lurd,6,144,443,6,6
6,36,bfs,rdlu,6,131,400,6,6
6,36,bfs,rdul,6,131,400,6,6
6,36,bfs,uldr,6,167,512,6,7
6,36,bfs,ulrd,6,144,443,6,6
6,36,dfs,drlu,24,8962,557404,25,341
6,36,dfs,drul,24,30909,3232900,25,1943
6,36,dfs,ludr,24,310,2212,25,8
6,36,dfs,lurd,24,241,1400,25,8
6,36,dfs,rdlu,24,7596,308137,25,192
6,36,dfs,rdul,24,2033,52659,25,46
6,36,dfs,uldr,24,310,2212,25,8
6,36,dfs,ulrd,24,241,1400,25,7
6,37,astr,hamm,6,7,21,6,5
6,37,astr,manh,6,12,34,6,6
6,37,bd,astrmanhastrmanh,6,18,54,5,6
6,37,bd,bfsrdulbfslurd,6,42,138,4,8
6,37,bfs,drlu,6,219,679,6,7
6,37,bfs,drul,6,219,679,6,6
6,37,bfs,ludr,6,153,474,6,7
6,37,bfs,lurd,6,161,498,6,6
6,37,bfs,rdlu,6,226,699,6,6
6,37,bfs,rdul,6,226,699,6,6
6,37,bfs,uldr,6,153,474,6,6
6,37,bfs,ulrd,6,161,498,6,6
6,37,dfs,drlu,24,4691,153124,25,102
6,37,dfs,drul,24,5404,228603,25,161
6,37,dfs,ludr,24,310,2213,25,8
6,37,dfs,lurd,24,241,1401,25,7
6,37,dfs,rdlu,24,7596,308137,25,210
6,37,dfs,rdul,24,2033,52659,25,43
6,37,dfs,uldr,24,310,2213,25,8
6,37,dfs,ulrd,24,241,1401,25,8
6,38,astr,hamm,6,7,20,6,5
6,38,astr,manh,6,7,20,6,5
6,38,bd,astrmanhastrmanh,6,8,25,4,6
6,38,bd,bfsrdulbfslurd,6,26,86,3,8
6,38,bfs,drlu,6,123,376,6,7
6,38,bfs,drul,6,123,376,6,7
6,38,bfs,ludr,6,136,419,6,9
6,38,bfs,lurd,6,175,536,6,6
6,38,bfs,rdlu,6,163,497,6,6
6,38,bfs,rdul,6,163,497,6,7
6,38,bfs,uldr,6,136,419,6,6
6,38,bfs,ulrd,6,175,536,6,6
6,38,dfs,drlu,24,2013,52498,25,41
6,38,dfs,drul,24,7576,307976,25,199
6,38,dfs,ludr,24,217,1239,25,7
6,38,dfs,lurd,24,334,2373,25,9
6,38,dfs,rdlu,24,30932,3233061,25,1971
6,38,dfs,rdul,24,8985,557565,25,349
6,38,dfs,uldr,24,217,1239,25,8
6,38,dfs,ulrd,24,334,2373,25,8
6,39,astr,hamm,6,7,21,6,4
6,39,astr,manh,14,38,112,14,5
6,39,bd,astrmanhastrmanh,14,68,202,13,6
6,39,bd,bfsrdulbfslurd,6,42,138,4,8
6,39,bfs,drlu,6,219,679,6,7
6,39,bfs,drul,6,219,679,6,6
6,39,bfs,ludr,6,153,474,6,10
6,39,bfs,lurd,6,161,498,6,6
6,39,bfs,rdlu,6,227,703,6,7
6,39,bfs,rdul,6,227,703,6,6
6,39,bfs,uldr,6,153,474,6,7
6,39,bfs,ulrd,6,161,498,6,6
6,39,dfs,drlu,24,2013,52498,25,40
6,39,dfs,drul,24,7576,307976,25,201
6,39,dfs,ludr,24,217,1240,25,7
6,39,dfs,lurd,24,334,2374,25,8
6,39,dfs,rdlu,24,2603,68776,25,50
6,39,dfs,rdul,24,4714,153285,25,102
6,39,dfs,uldr,24,217,1240,25,7
6,39,dfs,ulrd,24,334,2374,25,9
6,40,astr,hamm,6,7,22,6,5
6,40,astr,manh,6,11,33,6,5
6,40,bd,astrmanhastrmanh,6,16,49,5,6
6,40,bd,bfsrdulbfslurd,6,34,110,4,7
6,40,bfs,drlu,6,168,521,6,7
6,40,bfs,drul,6,168,521,6,7
6,40,bfs,ludr,6,190,588,6,11
6,40,bfs,lurd,6,212,655,6,6
6,40,bfs,rdlu,6,189,585,6,7
6,40,bfs,rdul,6,189,585,6,6
6,40,bfs,uldr,6,190,588,6,7
6,40,bfs,ulrd,6,212,655,6,6
6,40,dfs,drlu,24,1013,13725,25,15
6,40,dfs,drul,24,1307,22075,25,22
6,40,dfs,ludr,24,1603,26877,25,25
6,40,dfs,lurd,24,555,5796,25,11
6,40,dfs,rdlu,24,7487,306564,25,203
6,40,dfs,rdul,24,1922,51521,25,40
6,40,dfs,uldr,24,1603,27312,25,26
6,40,dfs,ulrd,24,555,6231,25,11
6,41,astr,hamm,6,7,22,6,5
6,41,astr,manh,6,7,22,6,5
6,41,bd,astrmanhastrmanh,6,8,27,4,6
6,41,bd,bfsrdulbfslurd,6,42,138,4,8
6,41,bfs,drlu,6,196,604,6,7
6,41,bfs,drul,6,237,731,6,7
6,41,bfs,ludr,6,147,456,6,9
6,41,bfs,lurd,6,142,442,6,6
6,41,bfs,rdlu,6,191,590,6,6
6,41,bfs,rdul,6,232,717,6,7
6,41,bfs,uldr,6,188,583,6,7
6,41,bfs,ulrd,6,183,569,6,6
6,41,dfs,drlu,24,1619,27596,25,27
6,41,dfs,drul,24,631,6789,25,11
6,41,dfs,ludr,24,217,1243,25,8
6,41,dfs,lurd,24,334,2377,25,8
6,41,dfs,rdlu,24,1605,27757,25,26
6,41,dfs,rdul,24,617,6950,25,13
6,41,dfs,uldr,24,7485,306119,25,194
6,41,dfs,ulrd,24,1906,50802,25,39
6,42,astr,hamm,18,23,78,18,4
6,42,astr,manh,10,17,51,10,5
6,42,bd,astrmanhastrmanh,10,28,86,8,6
6,42,bd,bfsrdulbfslurd,6,50,160,4,7
6,42,bfs,drlu,6,294,925,6,9
6,42,bfs,drul,6,255,799,6,7
6,42,bfs,ludr,6,232,734,6,10
6,42,bfs,lurd,6,227,720,6,7
6,42,bfs,rdlu,6,289,911,6,7
6,42,bfs,rdul,6,250,785,6,6
6,42,bfs,uldr,6,193,609,6,6
6,42,bfs,ulrd,6,188,595,6,7
6,42,dfs,drlu,24,1013,13723,25,15
6,42,dfs,drul,24,1307,22073,25,22
6,42,dfs,ludr,24,2733,72655,25,52
6,42,dfs,lurd,24,6900,290767,25,186
6,42,dfs,rdlu,24,1005,13896,25,16
6,42,dfs,rdul,24,879,12045,25,15
6,42,dfs,uldr,24,1603,27315,25,26
6,42,dfs,ulrd,24,555,6234,25,12
6,43,astr,hamm,6,7,19,6,4
6,43,astr,manh,6,7,19,6,5
6,43,bd,astrmanhastrmanh,6,8,24,4,6
6,43,bd,bfsrdulbfslurd,6,30,100,3,7
6,43,bfs,drlu,6,106,327,6,7
6,43,bfs,drul,6,106,327,6,6
6,43,bfs,ludr,6,117,360,6,8
6,43,bfs,lurd,6,192,585,6,6
6,43,bfs,rdlu,6,181,552,6,7
6,43,bfs,rdul,6,181,552,6,6
6,43,bfs,uldr,6,117,360,6,7
6,43,bfs,ulrd,6,192,585,6,6
6,43,dfs,drlu,24,428,4863,25,10
6,43,dfs,drul,24,1740,29251,25,28
6,43,dfs,ludr,24,160,753,25,7
6,43,dfs,lurd,24,382,2724,25,8
6,43,dfs,rdlu,24,30980,3233546,25,1939
6,43,dfs,rdul,24,9035,558050,25,343
6,43,dfs,uldr,24,160,753,25,7
6,43,dfs,ulrd,24,382,2724,25,8
6,44,astr,hamm,6,7,21,6,4
6,44,astr,manh,14,25,76,14,5
6,44,bd,astrmanhastrmanh,14,42,128,11,6
6,44,bd,bfsrdulbfslurd,6,58,183,4,7
6,44,bfs,drlu,6,273,865,6,7
6,44,bfs,drul,6,306,967,6,7
6,44,bfs,ludr,6,187,585,6,9
6,44,bfs,lurd,6,177,554,6,6
6,44,bfs,rdlu,6,263,834,6,8
6,44,bfs,rdul,6,296,936,6,7
6,44,bfs,uldr,6,220,688,6,7
6,44,bfs,ulrd,6,210,657,6,7
6,44,dfs,drlu,24,2852,74595,25,55
6,44,dfs,drul,24,7129,293954,25,195
6,44,dfs,ludr,24,160,755,25,7
6,44,dfs,lurd,24,382,2726,25,8
6,44,dfs,rdlu,24,7008,293109,25,191
6,44,dfs,rdul,24,2919,76566,25,59
6,44,dfs,uldr,24,1199,19729,25,23
6,44,dfs,ulrd,24,760,10103,25,14
6,45,astr,hamm,6,7,19,6,5
6,45,astr,manh,6,9,24,6,5
6,45,bd,astrmanhastrmanh,6,12,34,4,6
6,45,bd,bfsrdulbfslurd,6,44,144,4,7
6,45,bfs,drlu,6,172,528,6,6
6,45,bfs,drul,6,235,730,6,6
6,45,bfs,ludr,6,149,457,6,12
6,45,bfs,lurd,6,144,443,6,6
6,45,bfs,rdlu,6,167,514,6,7
6,45,bfs,rdul,6,231,719,6,7
6,45,bfs,uldr,6,213,663,6,7
6,45,bfs,ulrd,6,209,652,6,7
6,45,dfs,drlu,24,428,4863,25,10
6,45,dfs,drul,24,1740,29251,25,28
6,45,dfs,ludr,24,160,754,25,7
6,45,dfs,lurd,24,382,2725,25,8
6,45,dfs,rdlu,24,415,4726,25,10
6,45,dfs,rdul,24,1729,29114,25,27
6,45,dfs,uldr,24,5390,228095,25,148
6,45,dfs,ulrd,24,4665,152479,25,104
6,46,astr,hamm,6,7,19,6,5
6,46,astr,manh,6,9,24,6,5
6,46,bd,astrmanhastrmanh,6,12,34,4,6
6,46,bd,bfsrdulbfslurd,6,38,122,4,7
6,46,bfs,drlu,6,135,415,6,6
6,46,bfs,drul,6,135,415,6,6
6,46,bfs,ludr,6,183,561,6,9
6,46,bfs,lurd,6,244,758,6,6
6,46,bfs,rdlu,6,198,619,6,7
6,46,bfs,rdul,6,198,619,6,6
6,46,bfs,uldr,6,183,561,6,7
6,46,bfs,ulrd,6,244,758,6,6
6,46,dfs,drlu,24,118,606,25,6
6,46,dfs,drul,24,354,2630,25,16
6,46,dfs,ludr,24,461,5011,25,10
6,46,dfs,lurd,24,1768,29346,25,26
6,46,dfs,rdlu,24,3610,121205,25,84
6,46,dfs,rdul,24,4639,152331,25,104
6,46,dfs,uldr,24,461,4927,25,10
6,46,dfs,ulrd,24,1768,29262,25,28
6,47,astr,hamm,56,541,1740,56,7
6,47,astr,manh,6,20,58,9,5
6,47,bd,astrmanhastrmanh,6,34,101,9,6
6,47,bd,bfsrdulbfslurd,6,38,122,4,7
6,47,bfs,drlu,6,173,543,6,6
6,47,bfs,drul,6,168,526,6,6
6,47,bfs,ludr,6,283,895,6,9
6,47,bfs,lurd,6,315,995,6,7
6,47,bfs,rdlu,6,204,641,6,6
6,47,bfs,rdul,6,199,624,6,6
6,47,bfs,uldr,6,278,878,6,7
6,47,bfs,ulrd,6,310,978,6,7
6,47,dfs,drlu,24,118,607,25,7
6,47,dfs,drul,24,354,2631,25,8
6,47,dfs,ludr,24,2880,74743,25,53
6,47,dfs,lurd,24,7157,294049,25,187
6,47,dfs,rdlu,24,1153,19528,25,26
6,47,dfs,rdul,24,729,9955,25,14
6,47,dfs,uldr,24,7051,293310,25,192
6,47,dfs,ulrd,24,2960,76714,25,58
6,48,astr,hamm,6,7,19,6,4
6,48,astr,manh,6,7,19,6,5
6,48,bd,astrmanhastrmanh,6,8,24,4,5
6,48,bd,bfsrdulbfslurd,6,30,100,3,8
6,48,bfs,drlu,6,103,318,6,6
6,48,bfs,drul,6,183,557,6,6
6,48,bfs,ludr,6,117,360,6,8
6,48,bfs,lurd,6,115,355,6,6
6,48,bfs,rdlu,6,101,313,6,6
6,48,bfs,rdul,6,181,552,6,7
6,48,bfs,uldr,6,197,599,6,6
6,48,bfs,ulrd,6,195,594,6,7
6,48,dfs,drlu,24,118,605,25,7
6,48,dfs,drul,24,354,2629,25,9
6,48,dfs,ludr,24,461,5011,25,10
6,48,dfs,lurd,24,1768,29346,25,27
6,48,dfs,rdlu,24,113,552,25,7
6,48,dfs,rdul,24,350,2576,25,8
6,48,dfs,uldr,24,31026,3233747,25,1941
6,48,dfs,ulrd,24,9077,558198,25,364
6,49,astr,hamm,6,8,23,6,4
6,49,astr,manh,6,8,23,6,5
6,49,bd,astrmanhastrmanh,6,8,26,4,5
6,49,bd,bfsrdulbfslurd,6,50,162,4,7
6,49,bfs,drlu,6,156,489,6,7
6,49,bfs,drul,6,156,489,6,6
6,49,bfs,ludr,6,247,776,6,7
6,49,bfs,lurd,6,325,1027,6,7
6,49,bfs,rdlu,6,235,743,6,7
6,49,bfs,rdul,6,235,743,6,6
6,49,bfs,uldr,6,247,776,6,6
6,49,bfs,ulrd,6,325,1027,6,7
6,49,dfs,drlu,24,32,145,25,6
6,49,dfs,drul,24,58,238,25,6
6,49,dfs,ludr,24,870,11788,25,15
6,49,dfs,lurd,24,1529,24939,25,31
6,49,dfs,rdlu,24,6923,290902,25,202
6,49,dfs,rdul,24,2742,72910,25,54
6,49,dfs,uldr,24,1286,21936,25,22
6,49,dfs,ulrd,24,1113,14709,25,17
6,50,astr,hamm,6,8,22,6,4
6,50,astr,manh,6,8,22,6,5
6,50,bd,astrmanhastrmanh,6,8,25,4,6
6,50,bd,bfsrdulbfslurd,6,28,92,3,7
6,50,bfs,drlu,6,152,466,6,7
6,50,bfs,drul,6,152,466,6,7
6,50,bfs,ludr,6,229,708,6,10
6,50,bfs,lurd,6,228,710,6,7
6,50,bfs,rdlu,6,150,465,6,6
6,50,bfs,rdul,6,150,465,6,6
6,50,bfs,uldr,6,229,708,6,6
6,50,bfs,ulrd,6,228,710,6,6
6,50,dfs,drlu,24,1813,49814,25,48
6,50,dfs,drul,24,7389,305251,25,201
6,50,dfs,ludr,24,608,6693,25,11
6,50,dfs,lurd,24,1720,28623,25,27
6,50,dfs,rdlu,24,1208,21217,25,23
6,50,dfs,rdul,24,962,13261,25,16
6,50,dfs,uldr,24,608,6652,25,13
6,50,dfs,ulrd,24,1720,28582,25,27
6,51,astr,hamm,74,582,1842,74,7
6,51,astr,manh,48,108,325,48,5
6,51,bd,astrmanhastrmanh,48,202,609,43,6
6,51,bd,bfsrdulbfslurd,6,56,179,4,7
6,51,bfs,drlu,6,223,697,6,6
6,51,bfs,drul,6,277,872,6,7
6,51,bfs,ludr,6,206,651,6,9
6,51,bfs,lurd,6,206,651,6,6
6,51,bfs,rdlu,6,223,697,6,7
6,51,bfs,rdul,6,277,872,6,6
6,51,bfs,uldr,6,260,825,6,7
6,51,bfs,ulrd,6,260,825,6,7
6,51,dfs,drlu,24,800,10338,25,14
6,51,dfs,drul,24,1378,22760,25,23
6,51,dfs,ludr,24,608,6696,25,12
6,51,dfs,lurd,24,1720,28626,25,28
6,51,dfs,rdlu,24,1208,21215,25,23
6,51,dfs,rdul,24,962,13259,25,16
6,51,dfs,uldr,24,6999,291623,25,188
6,51,dfs,ulrd,24,2818,74360,25,55
6,52,astr,hamm,6,8,20,6,4
6,52,astr,manh,6,8,20,6,5
6,52,bd,astrmanhastrmanh,6,8,23,4,6
6,52,bd,bfsrdulbfslurd,6,36,116,4,7
6,52,bfs,drlu,6,125,385,6,7
6,52,bfs,drul,6,125,385,6,6
6,52,bfs,ludr,6,191,586,6,8
6,52,bfs,lurd,6,254,788,6,7
6,52,bfs,rdlu,6,190,594,6,7
6,52,bfs,rdul,6,190,594,6,6
6,52,bfs,uldr,6,191,586,6,6
6,52,bfs,ulrd,6,254,788,6,6
6,52,dfs,drlu,24,32,142,25,6
6,52,dfs,drul,24,58,235,25,6
6,52,dfs,ludr,24,486,5119,25,10
6,52,dfs,lurd,24,1798,29495,25,31
6,52,dfs,rdlu,24,5324,227742,25,165
6,52,dfs,rdul,24,4615,152222,25,106
6,52,dfs,uldr,24,486,5078,25,10
6,52,dfs,ulrd,24,1798,29454,25,26
