GenerationDepth,TaskId,Algorithm,Strategy,SolutionLength,StatesVisited,StatesProcessed,MaxTreeLevel,DurationInMiliseconds
5,46,dfs,uldr,25,92,403,25,7
5,46,dfs,ulrd,25,170,786,25,7
5,47,astr,hamm,5,6,18,5,4
5,47,astr,manh,5,9,26,5,5
5,47,bd,astrmanhastrmanh,5,14,43,4,6
5,47,bd,bfsrdulbfslurd,5,24,77,3,8
5,47,bfs,drlu,5,114,353,5,6
5,47,bfs,drul,5,129,402,5,6
5,47,bfs,ludr,5,91,282,5,37
5,47,bfs,lurd,5,98,302,5,6
5,47,bfs,rdlu,5,121,373,5,6
5,47,bfs,rdul,5,136,422,5,7
5,47,bfs,uldr,5,106,331,5,6
5,47,bfs,ulrd,5,113,351,5,6
5,47,dfs,drlu,25,480,4271,25,10
5,47,dfs,drul,25,617,6854,25,12
5,47,dfs,ludr,25,92,406,25,6
5,47,dfs,lurd,25,170,789,25,7
5,47,dfs,rdlu,25,775,8639,25,13
5,47,dfs,rdul,25,310,2212,25,8
5,47,dfs,uldr,25,753,8461,25,13
5,47,dfs,ulrd,25,278,1982,25,8
5,48,astr,hamm,5,6,16,5,4
5,48,astr,manh,5,6,16,5,5
5,48,bd,astrmanhastrmanh,5,8,25,4,5
5,48,bd,bfsrdulbfslurd,5,16,51,3,7
5,48,bfs,drlu,5,62,193,5,6
5,48,bfs,drul,5,62,193,5,7
5,48,bfs,ludr,5,83,259,5,9
5,48,bfs,lurd,5,117,359,5,6
5,48,bfs,rdlu,5,96,293,5,6
5,48,bfs,rdul,5,96,293,5,6
5,48,bfs,uldr,5,83,259,5,6
5,48,bfs,ulrd,5,117,359,5,7
5,48,dfs,drlu,25,204,1534,25,8
5,48,dfs,drul,25,824,9065,25,13
5,48,dfs,ludr,25,63,253,25,6
5,48,dfs,lurd,25,195,894,25,7
5,48,dfs,rdlu,25,3426,90634,25,65
5,48,dfs,rdul,25,1410,23722,25,29
5,48,dfs,uldr,25,63,253,25,7
5,48,dfs,ulrd,25,195,894,25,7
5,49,astr,hamm,5,6,15,5,5
5,49,astr,manh,5,17,47,7,5
5,49,bd,astrmanhastrmanh,5,28,83,7,5
5,49,bd,bfsrdulbfslurd,5,16,48,3,8
5,49,bfs,drlu,5,69,215,5,6
5,49,bfs,drul,5,69,215,5,8
5,49,bfs,ludr,5,61,193,5,7
5,49,bfs,lurd,5,68,213,5,6
5,49,bfs,rdlu,5,76,235,5,6
5,49,bfs,rdul,5,76,235,5,6
5,49,bfs,uldr,5,61,193,5,6
5,49,bfs,ulrd,5,68,213,5,6
5,49,dfs,drlu,25,204,1533,25,12
5,49,dfs,drul,25,824,9064,25,13
5,49,dfs,ludr,25,63,253,25,7
5,49,dfs,lurd,25,195,894,25,7
5,49,dfs,rdlu,25,214,1525,25,7
5,49,dfs,rdul,25,834,9056,25,14
5,49,dfs,uldr,25,63,253,25,6
5,49,dfs,ulrd,25,195,894,25,7
5,50,astr,hamm,5,6,18,5,5
5,50,astr,manh,5,8,23,5,5
5,50,bd,astrmanhastrmanh,5,12,37,4,6
5,50,bd,bfsrdulbfslurd,5,18,57,3,8
5,50,bfs,drlu,5,86,266,5,7
5,50,bfs,drul,5,86,266,5,7
5,50,bfs,ludr,5,126,389,5,8
5,50,bfs,lurd,5,141,438,5,6
5,50,bfs,rdlu,5,101,315,5,6
5,50,bfs,rdul,5,101,315,5,6
5,50,bfs,uldr,5,126,389,5,6
5,50,bfs,ulrd,5,141,438,5,6
5,50,dfs,drlu,25,84,370,25,7
5,50,dfs,drul,25,152,735,25,7
5,50,dfs,ludr,25,497,4307,25,10
5,50,dfs,lurd,25,634,6908,25,11
5,50,dfs,rdlu,25,745,8443,25,13
5,50,dfs,rdul,25,260,1946,25,8
5,50,dfs,uldr,25,783,8657,25,14
5,50,dfs,ulrd,25,318,2248,25,8
5,51,astr,hamm,5,6,17,5,5
5,51,astr,manh,5,6,17,5,5
5,51,bd,astrmanhastrmanh,5,8,26,4,6
5,51,bd,bfsrdulbfslurd,5,18,56,3,8
5,51,bfs,drlu,5,75,236,5,6
5,51,bfs,drul,5,110,340,5,7
5,51,bfs,ludr,5,69,212,5,12
5,51,bfs,lurd,5,69,212,5,6
5,51,bfs,rdlu,5,75,236,5,6
5,51,bfs,rdul,5,110,340,5,7
5,51,bfs,uldr,5,104,316,5,6
5,51,bfs,ulrd,5,104,316,5,6
5,51,dfs,drlu,25,132,668,25,7
5,51,dfs,drul,25,104,431,25,7
5,51,dfs,ludr,25,64,257,25,7
5,51,dfs,lurd,25,195,898,25,15
5,51,dfs,rdlu,25,132,686,25,7
5,51,dfs,rdul,25,104,449,25,7
5,51,dfs,uldr,25,3728,95295,25,67
5,51,dfs,ulrd,25,992,16372,25,20
5,52,astr,hamm,9,84,265,32,5
5,52,astr,manh,5,10,27,5,5
5,52,bd,astrmanhastrmanh,5,16,47,4,6
5,52,bd,bfsrdulbfslurd,5,16,50,3,7
5,52,bfs,drlu,5,97,302,5,6
5,52,bfs,drul,5,88,274,5,8
5,52,bfs,ludr,5,91,278,5,10
5,52,bfs,lurd,5,91,278,5,6
5,52,bfs,rdlu,5,97,302,5,6
5,52,bfs,rdul,5,88,274,5,7
5,52,bfs,uldr,5,82,250,5,6
5,52,bfs,ulrd,5,82,250,5,6
5,52,dfs,drlu,25,84,367,25,6
5,52,dfs,drul,25,152,732,25,7
5,52,dfs,ludr,25,972,16290,25,21
5,52,dfs,lurd,25,3708,95249,25,70
5,52,dfs,rdlu,25,84,385,25,6
5,52,dfs,rdul,25,152,750,25,8
5,52,dfs,uldr,25,783,8659,25,13
5,52,dfs,ulrd,25,318,2250,25,8
5,53,astr,hamm,5,6,14,5,5
5,53,astr,manh,5,6,14,5,5
5,53,bd,astrmanhastrmanh,5,8,23,4,6
5,53,bd,bfsrdulbfslurd,5,16,51,3,7
5,53,bfs,drlu,5,57,176,5,7
5,53,bfs,drul,5,57,176,5,7
5,53,bfs,ludr,5,73,230,5,26
5,53,bfs,lurd,5,122,376,5,6
5,53,bfs,rdlu,5,106,322,5,6
5,53,bfs,rdul,5,106,322,5,8
5,53,bfs,uldr,5,73,230,5,6
5,53,bfs,ulrd,5,122,376,5,6
5,53,dfs,drlu,5,6,14,5,6
5,53,dfs,drul,5,6,14,5,13
5,53,dfs,ludr,25,48,207,25,6
5,53,dfs,lurd,25,202,920,25,7
5,53,dfs,rdlu,25,3440,90678,25,68
5,53,dfs,rdul,25,1424,23766,25,25
5,53,dfs,uldr,25,48,207,25,6
5,53,dfs,ulrd,25,202,920,25,7
5,54,astr,hamm,5,6,15,5,4
5,54,astr,manh,5,12,32,5,5
5,54,bd,astrmanhastrmanh,5,18,53,4,6
5,54,bd,bfsrdulbfslurd,5,26,86,3,7
5,54,bfs,drlu,5,114,353,5,6
5,54,bfs,drul,5,139,433,5,7
5,54,bfs,ludr,5,88,271,5,13
5,54,bfs,lurd,5,88,271,5,7
5,54,bfs,rdlu,5,114,353,5,6
5,54,bfs,rdul,5,139,433,5,7
5,54,bfs,uldr,5,113,351,5,8
5,54,bfs,ulrd,5,113,351,5,7
5,54,dfs,drlu,25,280,1993,25,8
5,54,dfs,drul,25,803,8768,25,13
5,54,dfs,ludr,25,48,209,25,6
5,54,dfs,lurd,25,202,922,25,7
5,54,dfs,rdlu,25,596,6781,25,12
5,54,dfs,rdul,25,517,4546,25,10
5,54,dfs,uldr,25,594,6642,25,11
5,54,dfs,ulrd,25,478,4257,25,10
6,1,astr,hamm,6,7,16,6,5
6,1,astr,manh,6,7,16,6,4
6,1,bd,astrmanhastrmanh,6,10,28,5,9
6,1,bd,bfsrdulbfslurd,6,32,108,3,7
6,1,bfs,drlu,6,198,601,6,7
6,1,bfs,drul,6,198,601,6,7
6,1,bfs,ludr,6,202,616,6,21
6,1,bfs,lurd,6,100,311,6,6
6,1,bfs,rdlu,6,96,296,6,6
6,1,bfs,rdul,6,96,296,6,18
6,1,bfs,uldr,6,202,616,6,6
6,1,bfs,ulrd,6,100,311,6,6
6,1,dfs,drlu,24,9083,558261,25,341
6,1,dfs,drul,24,31028,3233757,25,1944
6,1,dfs,ludr,24,413,2861,25,8
6,1,dfs,lurd,24,111,539,25,7
6,1,dfs,rdlu,6,7,16,6,7
6,1,dfs,rdul,6,7,16,6,6
6,1,dfs,uldr,24,413,2861,25,8
6,1,dfs,ulrd,24,111,539,25,7
6,2,astr,hamm,6,7,18,6,4
6,2,astr,manh,6,35,100,8,5
6,2,bd,astrmanhastrmanh,6,64,190,8,6
6,2,bd,bfsrdulbfslurd,6,58,183,4,8
6,2,bfs,drlu,6,312,982,6,7
6,2,bfs,drul,6,279,880,6,10
6,2,bfs,ludr,6,220,688,6,11
6,2,bfs,lurd,6,203,639,6,7
6,2,bfs,rdlu,6,296,936,6,7
6,2,bfs,rdul,6,263,834,6,25
6,2,bfs,uldr,6,187,585,6,7
6,2,bfs,ulrd,6,170,536,6,6
6,2,dfs,drlu,24,2964,76777,25,57
6,2,dfs,drul,24,7053,293320,25,210
6,2,dfs,ludr,24,791,10240,25,14
6,2,dfs,lurd,24,1151,19515,25,24
6,2,dfs,rdlu,24,7105,293814,25,190
6,2,dfs,rdul,24,2827,74455,25,55
6,2,dfs,uldr,24,413,2863,25,8
6,2,dfs,ulrd,24,111,541,25,7
6,3,astr,hamm,6,7,19,6,4
6,3,astr,manh,6,24,68,8,5
6,3,bd,astrmanhastrmanh,6,42,125,8,6
6,3,bd,bfsrdulbfslurd,6,40,129,4,8
6,3,bfs,drlu,6,248,785,6,7
6,3,bfs,drul,6,248,785,6,7
6,3,bfs,ludr,6,288,909,6,7
6,3,bfs,lurd,6,234,734,6,6
6,3,bfs,rdlu,6,194,611,6,7
6,3,bfs,rdul,6,194,611,6,10
6,3,bfs,uldr,6,288,909,6,7
6,3,bfs,ulrd,6,234,734,6,6
6,3,dfs,drlu,24,2782,74231,25,54
6,3,dfs,drul,24,6963,291482,25,183
6,3,dfs,ludr,24,998,13653,25,16
6,3,dfs,lurd,24,1245,21354,25,25
6,3,dfs,rdlu,24,1683,28242,25,26
6,3,dfs,rdul,24,571,6300,25,11
6,3,dfs,uldr,24,1415,23142,25,23
6,3,dfs,ulrd,24,830,10465,25,15
6,4,astr,hamm,6,655,2027,87,7
6,4,astr,manh,6,23,64,6,6
6,4,bd,astrmanhastrmanh,6,40,118,7,5
6,4,bd,bfsrdulbfslurd,6,38,125,4,7
6,4,bfs,drlu,6,216,670,6,8
6,4,bfs,drul,6,218,671,6,7
6,4,bfs,ludr,6,162,505,6,14
6,4,bfs,lurd,6,162,505,6,6
6,4,bfs,rdlu,6,216,670,6,7
6,4,bfs,rdul,6,218,671,6,7
6,4,bfs,uldr,6,163,503,6,6
6,4,bfs,ulrd,6,163,503,6,6
6,4,dfs,drlu,24,1683,28453,25,27
6,4,dfs,drul,24,571,6511,25,12
6,4,dfs,ludr,24,998,13655,25,16
6,4,dfs,lurd,24,1245,21356,25,24
6,4,dfs,rdlu,24,1683,28239,25,27
6,4,dfs,rdul,24,571,6297,25,12
6,4,dfs,uldr,24,7265,295559,25,192
6,4,dfs,ulrd,24,1842,49941,25,39
6,5,astr,hamm,6,7,19,6,5
6,5,astr,manh,6,23,64,8,5
6,5,bd,astrmanhastrmanh,6,40,118,8,6
6,5,bd,bfsrdulbfslurd,6,46,148,4,8
6,5,bfs,drlu,6,313,987,6,8
6,5,bfs,drul,6,235,736,6,7
6,5,bfs,ludr,6,247,783,6,8
6,5,bfs,lurd,6,247,783,6,7
6,5,bfs,rdlu,6,313,987,6,7
6,5,bfs,rdul,6,235,736,6,7
6,5,bfs,uldr,6,168,529,6,7
6,5,bfs,ulrd,6,168,529,6,6
6,5,dfs,drlu,24,1075,14580,25,17
6,5,dfs,drul,24,1247,21795,25,22
6,5,dfs,ludr,24,2780,73304,25,51
6,5,dfs,lurd,24,6961,291041,25,185
6,5,dfs,rdlu,24,1491,24555,25,25
6,5,dfs,rdul,24,832,11392,25,15
6,5,dfs,uldr,24,413,2865,25,9
6,5,dfs,ulrd,24,111,543,25,7
6,6,astr,hamm,6,7,18,6,4
6,6,astr,manh,6,7,18,6,5
6,6,bd,astrmanhastrmanh,6,10,30,5,5
6,6,bd,bfsrdulbfslurd,6,30,100,3,7
6,6,bfs,drlu,6,188,572,6,7
6,6,bfs,drul,6,188,572,6,6
6,6,bfs,ludr,6,197,599,6,13
6,6,bfs,lurd,6,110,340,6,6
6,6,bfs,rdlu,6,101,313,6,6
6,6,bfs,rdul,6,101,313,6,6
6,6,bfs,uldr,6,197,599,6,7
6,6,bfs,ulrd,6,110,340,6,6
6,6,dfs,drlu,24,9055,558113,25,337
6,6,dfs,drul,24,31000,3233609,25,1920
6,6,dfs,ludr,24,396,2777,25,8
6,6,dfs,lurd,24,140,689,25,7
6,6,dfs,rdlu,24,1729,29197,25,27
6,6,dfs,rdul,24,415,4809,25,10
6,6,dfs,uldr,24,396,2777,25,8
6,6,dfs,ulrd,24,140,689,25,6
6,7,astr,hamm,6,7,20,6,5
6,7,astr,manh,20,50,153,20,5
6,7,bd,astrmanhastrmanh,20,92,278,18,6
6,7,bd,bfsrdulbfslurd,6,60,188,4,8
6,7,bfs,drlu,6,303,956,6,7
6,7,bfs,drul,6,270,854,6,7
6,7,bfs,ludr,6,215,671,6,12
6,7,bfs,lurd,6,213,668,6,7
6,7,bfs,rdlu,6,301,953,6,7
6,7,bfs,rdul,6,268,851,6,8
6,7,bfs,uldr,6,182,568,6,7
6,7,bfs,ulrd,6,180,565,6,6
6,7,dfs,drlu,24,2939,76629,25,54
6,7,dfs,drul,24,7028,293172,25,214
6,7,dfs,ludr,24,774,10156,25,13
6,7,dfs,lurd,24,1179,19665,25,22
6,7,dfs,rdlu,24,4545,148650,25,105
6,7,dfs,rdul,24,2844,74541,25,59
6,7,dfs,uldr,24,396,2779,25,8
6,7,dfs,ulrd,24,140,691,25,7
6,8,astr,hamm,10,671,2076,91,7
6,8,astr,manh,6,17,47,6,6
6,8,bd,astrmanhastrmanh,6,28,83,6,11
6,8,bd,bfsrdulbfslurd,6,30,100,3,8
6,8,bfs,drlu,6,238,739,6,7
6,8,bfs,drul,6,174,534,6,6
6,8,bfs,ludr,6,213,663,6,12
6,8,bfs,lurd,6,206,643,6,7
6,8,bfs,rdlu,6,231,719,6,6
6,8,bfs,rdul,6,167,514,6,8
6,8,bfs,uldr,6,149,457,6,6
6,8,bfs,ulrd,6,142,437,6,6
6,8,dfs,drlu,24,1749,29177,25,26
6,8,dfs,drul,24,435,4789,25,10
6,8,dfs,ludr,24,4676,152532,25,99
6,8,dfs,lurd,24,5370,228031,25,150
6,8,dfs,rdlu,24,1729,29197,25,33
6,8,dfs,rdul,24,415,4809,25,11
6,8,dfs,uldr,24,396,2778,25,8
6,8,dfs,ulrd,24,140,690,25,7
6,9,astr,hamm,6,7,19,6,5
6,9,astr,manh,6,7,19,6,5
6,9,bd,astrmanhastrmanh,6,10,31,5,6
6,9,bd,bfsrdulbfslurd,6,30,100,3,8
6,9,bfs,drlu,6,170,517,6,7
6,9,bfs,drul,6,170,517,6,6
6,9,bfs,ludr,6,180,550,6,28
6,9,bfs,lurd,6,129,399,6,6
6,9,bfs,rdlu,6,118,362,6,6
6,9,bfs,rdul,6,118,362,6,10
6,9,bfs,uldr,6,180,550,6,10
6,9,bfs,ulrd,6,129,399,6,6
6,9,dfs,drlu,24,9004,557628,25,339
6,9,dfs,drul,24,30951,3233124,25,1903
6,9,dfs,ludr,24,348,2426,25,8
6,9,dfs,lurd,24,197,1175,25,7
6,9,dfs,rdlu,24,7562,307922,25,201
6,9,dfs,rdul,24,1999,52444,25,42
6,9,dfs,uldr,24,348,2426,25,9
6,9,dfs,ulrd,24,197,1175,25,7
6,10,astr,hamm,6,7,20,6,5
6,10,astr,manh,6,19,54,8,5
6,10,bd,astrmanhastrmanh,6,32,96,8,6
6,10,bd,bfsrdulbfslurd,6,40,130,4,7
6,10,bfs,drlu,6,234,723,6,7
6,10,bfs,drul,6,234,723,6,7
6,10,bfs,ludr,6,166,512,6,9
6,10,bfs,lurd,6,146,454,6,8
6,10,bfs,rdlu,6,214,665,6,6
6,10,bfs,rdul,6,214,665,6,11
6,10,bfs,uldr,6,166,512,6,6
6,10,bfs,ulrd,6,146,454,6,7
6,10,dfs,drlu,24,4729,153348,25,104
6,10,dfs,drul,24,5443,228827,25,146
6,10,dfs,ludr,24,348,2427,25,8
6,10,dfs,lurd,24,197,1176,25,8
6,10,dfs,rdlu,24,7562,307922,25,250
6,10,dfs,rdul,24,1999,52444,25,41
6,10,dfs,uldr,24,348,2427,25,8
6,10,dfs,ulrd,24,197,1176,25,7
6,11,astr,hamm,6,7,19,6,4
6,11,astr,manh,6,7,19,6,5
6,11,bd,astrmanhastrmanh,6,10,31,5,5
6,11,bd,bfsrdulbfslurd,6,30,100,3,8
6,11,bfs,drlu,6,138,420,6,7
6,11,bfs,drul,6,138,420,6,6
6,11,bfs,ludr,6,149,457,6,10
6,11,bfs,lurd,6,160,492,6,6
6,11,bfs,rdlu,6,150,459,6,7
6,11,bfs,rdul,6,150,459,6,12
6,11,bfs,uldr,6,149,457,6,6
6,11,bfs,ulrd,6,160,492,6,6
6,11,dfs,drlu,24,2053,52722,25,41
6,11,dfs,drul,24,7616,308200,25,196
6,11,dfs,ludr,24,255,1453,25,8
6,11,dfs,lurd,24,290,2148,25,8
6,11,dfs,rdlu,24,30895,3232846,25,1933
6,11,dfs,rdul,24,8948,557350,25,344
6,11,dfs,uldr,24,255,1453,25,7
6,11,dfs,ulrd,24,290,2148,25,8
6,12,astr,hamm,6,7,20,6,5
6,12,astr,manh,6,21,59,6,5
6,12,bd,astrmanhastrmanh,6,36,106,7,6
6,12,bd,bfsrdulbfslurd,6,40,130,4,7
6,12,bfs,drlu,6,233,719,6,7
6,12,bfs,drul,6,233,719,6,7
6,12,bfs,ludr,6,166,512,6,10
6,12,bfs,lurd,6,146,454,6,6
6,12,bfs,rdlu,6,214,665,6,7
6,12,bfs,rdul,6,214,665,6,10
6,12,bfs,uldr,6,166,512,6,6
6,12,bfs,ulrd,6,146,454,6,8
6,12,dfs,drlu,24,2053,52722,25,47
6,12,dfs,drul,24,7616,308200,25,191
6,12,dfs,ludr,24,255,1454,25,7
6,12,dfs,lurd,24,290,2149,25,8
6,12,dfs,rdlu,24,5392,228549,25,159
6,12,dfs,rdul,24,4678,153070,25,107
6,12,dfs,uldr,24,255,1454,25,7
6,12,dfs,ulrd,24,290,2149,25,8
6,13,astr,hamm,6,7,21,6,5
6,13,astr,manh,6,16,46,6,5
6,13,bd,astrmanhastrmanh,6,26,78,5,5
6,13,bd,bfsrdulbfslurd,6,68,219,4,9
6,13,bfs,drlu,6,196,605,6,7
6,13,bfs,drul,6,196,605,6,6
6,13,bfs,ludr,6,217,669,6,18
6,13,bfs,lurd,6,183,568,6,6
6,13,bfs,rdlu,6,163,507,6,6
6,13,bfs,rdul,6,163,507,6,8
6,13,bfs,uldr,6,217,669,6,6
6,13,bfs,ulrd,6,183,568,6,6
6,13,dfs,drlu,24,1940,51584,25,42
6,13,dfs,drul,24,7503,306627,25,192
6,13,dfs,ludr,24,569,6284,25,11
6,13,dfs,lurd,24,1583,27248,25,25
6,13,dfs,rdlu,24,1295,22021,25,23
6,13,dfs,rdul,24,1000,13671,25,16
6,13,dfs,uldr,24,569,5849,25,10
6,13,dfs,ulrd,24,1583,26813,25,24
6,14,astr,hamm,6,7,22,6,4
6,14,astr,manh,6,13,38,6,5
6,14,bd,astrmanhastrmanh,6,20,62,4,5
6,14,bd,bfsrdulbfslurd,6,60,189,4,7
6,14,bfs,drlu,6,257,805,6,8
6,14,bfs,drul,6,295,927,6,7
6,14,bfs,ludr,6,193,609,6,15
6,14,bfs,lurd,6,186,589,6,7
6,14,bfs,rdlu,6,250,785,6,7
6,14,bfs,rdul,6,289,911,6,7
6,14,bfs,uldr,6,232,734,6,6
6,14,bfs,ulrd,6,226,718,6,6
6,14,dfs,drlu,24,897,12108,25,15
6,14,dfs,drul,24,1431,24136,25,24
6,14,dfs,ludr,24,569,6287,25,11
6,14,dfs,lurd,24,1583,27251,25,26
6,14,dfs,rdlu,24,1295,22019,25,23
6,14,dfs,rdul,24,1000,13669,25,18
6,14,dfs,uldr,24,6914,290820,25,182
6,14,dfs,ulrd,24,2723,72591,25,52
6,15,astr,hamm,6,7,21,6,5
6,15,astr,manh,6,15,43,6,5
6,15,bd,astrmanhastrmanh,6,24,72,5,6
6,15,bd,bfsrdulbfslurd,6,34,112,4,7
6,15,bfs,drlu,6,239,737,6,7
6,15,bfs,drul,6,198,610,6,6
6,15,bfs,ludr,6,188,583,6,12
6,15,bfs,lurd,6,181,563,6,6
6,15,bfs,rdlu,6,232,717,6,6
6,15,bfs,rdul,6,191,590,6,7
6,15,bfs,uldr,6,147,456,6,6
6,15,bfs,ulrd,6,140,436,6,7
6,15,dfs,drlu,24,636,7013,25,11
6,15,dfs,drul,24,1624,27820,25,28
6,15,dfs,ludr,24,1920,50855,25,41
6,15,dfs,lurd,24,7468,306055,25,202
6,15,dfs,rdlu,24,617,6735,25,11
6,15,dfs,rdul,24,1605,27542,25,26
6,15,dfs,uldr,24,348,2430,25,8
6,15,dfs,ulrd,24,197,1179,25,7
6,16,astr,hamm,6,7,22,6,4
6,16,astr,manh,6,12,35,6,5
6,16,bd,astrmanhastrmanh,6,18,56,5,5
6,16,bd,bfsrdulbfslurd,6,48,154,4,7
6,16,bfs,drlu,6,181,573,6,7
6,16,bfs,drul,6,181,573,6,7
6,16,bfs,ludr,6,262,821,6,12
6,16,bfs,lurd,6,300,943,6,6
6,16,bfs,rdlu,6,221,702,6,6
6,16,bfs,rdul,6,221,702,6,11
6,16,bfs,uldr,6,262,821,6,6
6,16,bfs,ulrd,6,300,943,6,7
6,16,dfs,drlu,24,533,6149,25,11
6,16,dfs,drul,24,1568,27177,25,25
6,16,dfs,ludr,24,913,12246,25,16
6,16,dfs,lurd,24,1447,24210,25,23
6,16,dfs,rdlu,24,6889,290618,25,185
6,16,dfs,rdul,24,2711,72453,25,55
6,16,dfs,uldr,24,1328,22221,25,22
6,16,dfs,ulrd,24,1031,13807,25,16
6,17,astr,hamm,6,7,21,6,4
6,17,astr,manh,6,12,34,6,5
6,17,bd,astrmanhastrmanh,6,18,55,5,6
6,17,bd,bfsrdulbfslurd,6,30,97,3,8
6,17,bfs,drlu,6,176,547,6,6
6,17,bfs,drul,6,176,547,6,6
6,17,bfs,ludr,6,244,753,6,9
6,17,bfs,lurd,6,203,626,6,7
6,17,bfs,rdlu,6,135,420,6,6
6,17,bfs,rdul,6,135,420,6,11
6,17,bfs,uldr,6,244,753,6,6
6,17,bfs,ulrd,6,203,626,6,7
6,17,dfs,drlu,24,1885,50717,25,39
6,17,dfs,drul,24,7453,305981,25,191
6,17,dfs,ludr,24,652,7151,25,12
6,17,dfs,lurd,24,1640,27894,25,26
6,17,dfs,rdlu,24,312,2228,25,8
6,17,dfs,rdul,24,182,1041,25,7
6,17,dfs,uldr,24,652,6937,25,14
6,17,dfs,ulrd,24,1640,27680,25,27
6,18,astr,hamm,6,7,21,6,4
6,18,astr,manh,6,14,39,6,5
6,18,bd,astrmanhastrmanh,6,22,65,5,6
6,18,bd,bfsrdulbfslurd,6,32,106,3,7
6,18,bfs,drlu,6,205,633,6,6
6,18,bfs,drul,6,178,552,6,9
6,18,bfs,ludr,6,201,621,6,9
6,18,bfs,lurd,6,201,621,6,6
6,18,bfs,rdlu,6,205,633,6,6
6,18,bfs,rdul,6,178,552,6,11
6,18,bfs,uldr,6,175,543,6,6
6,18,bfs,ulrd,6,175,543,6,6
6,18,dfs,drlu,24,533,6146,25,11
6,18,dfs,drul,24,1568,27174,25,26
6,18,dfs,ludr,24,1956,51722,25,41
6,18,dfs,lurd,24,7519,306701,25,195
6,18,dfs,rdlu,24,533,5647,25,11
6,18,dfs,rdul,24,1568,26675,25,66
6,18,dfs,uldr,24,1328,22223,25,22
6,18,dfs,ulrd,24,1031,13809,25,16
6,19,astr,hamm,8,14,44,8,5
6,19,astr,manh,6,11,30,6,5
6,19,bd,astrmanhastrmanh,6,16,47,4,5
6,19,bd,bfsrdulbfslurd,6,30,100,3,8
6,19,bfs,drlu,6,154,476,6,7
6,19,bfs,drul,6,141,438,6,6
6,19,bfs,ludr,6,238,735,6,10
6,19,bfs,lurd,6,238,735,6,6
6,19,bfs,rdlu,6,154,476,6,7
6,19,bfs,rdul,6,141,438,6,10
6,19,bfs,uldr,6,225,697,6,7
6,19,bfs,ulrd,6,225,697,6,6
6,19,dfs,drlu,24,312,2289,25,8
6,19,dfs,drul,24,182,1102,25,8
6,19,dfs,ludr,24,4556,149373,25,105
6,19,dfs,lurd,24,5454,228901,25,147
6,19,dfs,rdlu,24,312,2225,25,8
6,19,dfs,rdul,24,182,1038,25,7
6,19,dfs,uldr,24,7594,308124,25,200
6,19,dfs,ulrd,24,2031,52582,25,40
6,20,astr,hamm,6,75,235,31,5
6,20,astr,manh,6,10,27,6,5
6,20,bd,astrmanhastrmanh,6,14,41,4,6
6,20,bd,bfsrdulbfslurd,6,30,100,3,7
6,20,bfs,drlu,6,168,514,6,7
6,20,bfs,drul,6,124,383,6,6
6,20,bfs,ludr,6,175,533,6,8
6,20,bfs,lurd,6,175,533,6,6
6,20,bfs,rdlu,6,168,514,6,6
6,20,bfs,rdul,6,124,383,6,15
6,20,bfs,uldr,6,130,398,6,6
6,20,bfs,ulrd,6,130,398,6,6
6,20,dfs,drlu,24,312,2288,25,8
6,20,dfs,drul,24,182,1101,25,7
6,20,dfs,ludr,24,9020,557766,25,341
6,20,dfs,lurd,24,30967,3233198,25,1936
6,20,dfs,rdlu,24,312,2224,25,8
6,20,dfs,rdul,24,182,1037,25,7
6,20,dfs,uldr,24,7594,308124,25,203
6,20,dfs,ulrd,24,2031,52582,25,41
6,21,astr,hamm,6,8,22,6,5
6,21,astr,manh,6,11,30,6,5
6,21,bd,astrmanhastrmanh,6,16,47,5,6
6,21,bd,bfsrdulbfslurd,6,30,99,3,7
6,21,bfs,drlu,6,154,476,6,7
6,21,bfs,drul,6,141,438,6,6
6,21,bfs,ludr,6,238,735,6,9
6,21,bfs,lurd,6,238,735,6,7
6,21,bfs,rdlu,6,154,476,6,7
6,21,bfs,rdul,6,141,438,6,10
6,21,bfs,uldr,6,226,701,6,7
6,21,bfs,ulrd,6,226,701,6,6
6,21,dfs,drlu,24,219,1316,25,7
6,21,dfs,drul,24,274,2075,25,8
6,21,dfs,ludr,24,2069,52860,25,41
6,21,dfs,lurd,24,7632,308274,25,211
6,21,dfs,rdlu,24,219,1252,25,7
6,21,dfs,rdul,24,274,2011,25,9
6,21,dfs,uldr,24,5426,228751,25,146
6,21,dfs,ulrd,24,4712,153208,25,101
6,22,astr,hamm,6,7,19,6,4
6,22,astr,manh,6,10,27,6,5
6,22,bd,astrmanhastrmanh,6,14,41,5,5
6,22,bd,bfsrdulbfslurd,6,30,100,3,7
6,22,bfs,drlu,6,137,421,6,7
6,22,bfs,drul,6,155,476,6,6
6,22,bfs,ludr,6,143,436,6,13
6,22,bfs,lurd,6,143,436,6,7
6,22,bfs,rdlu,6,137,421,6,6
6,22,bfs,rdul,6,155,476,6,10
6,22,bfs,uldr,6,162,495,6,6
6,22,bfs,ulrd,6,162,495,6,9
6,22,dfs,drlu,24,219,1315,25,7
6,22,dfs,drul,24,274,2074,25,8
6,22,dfs,ludr,24,2069,52860,25,40
6,22,dfs,lurd,24,7632,308274,25,195
6,22,dfs,rdlu,24,219,1251,25,7
6,22,dfs,rdul,24,274,2010,25,8
6,22,dfs,uldr,24,30930,3233048,25,1909
6,22,dfs,ulrd,24,8983,557488,25,340
